task_id,attempt_count_for_task,selected_source_root,selected_run_dir,selected_trial_name,selected_trial_path,selected_started_at,selected_finished_at,reward,verify_status,verify_reward_present,ctrf_present,verifier_tests,verifier_passed,verifier_failed,verifier_skipped,failed_test_names,reward_ctrf_consistent,normal_e2e_pass,clean_e2e_pass,outcome_bucket,harbor_exception,harbor_exception_type,harbor_exception_message,product_terminal_status,product_return_code,product_completion_claim,product_error_type,astra_final_state,astra_exit_code,interruption_kind,trajectory_capture_status,trajectory_capture_failed,trajectory_terminal_event,formal_score_eligible,evaluation_status,lifecycle_gate_passed,trigger_hit,timeout,timeout_or_deadline_suspected,timeout_observed,timeout_inferred,timeout_types,timeout_evidence,llm_request_timeout,llm_timeout_event_count,stream_transport_interruption_count,controller_deadline_suspected,product_timeout,verifier_timeout,adapter_timeout,configured_product_timeout_s,configured_llm_fallback_timeout_s,observed_llm_fallback_timeout_s,observed_llm_fallback_timeout_values,product_attempt_count,stream_transport_retry_count,stream_transport_recovered,stream_transport_retry_exhausted,stream_transport_retry_status,stream_transport_failure_classification,stream_transport_retry_skip_reason,e2e_s,environment_setup_s,agent_setup_s,agent_execution_s,verifier_s,product_attempt_duration_sum_s,llm_call_duration_sum_s,cost_usd,agentic_steps,tool_calls_started,tool_calls_completed,tool_calls_failed,tool_calls_skipped,tool_calls_terminal,tool_calls_unpaired,tool_terminal_orphan_count,tool_terminal_coverage,tool_call_failure_rate,tool_call_duration_sum_s,tool_duration_observed_calls,tool_duration_coverage,tool_breakdown,failed_tool_breakdown,tool_telemetry_status,tool_telemetry_source,model_activity_observed,llm_calls_with_input_usage,journal_pipeline_feedback_count,background_agent_result_count,token_input,token_fresh_input,token_cache_read,token_cache_creation,token_output,token_total,token_known_minimum,token_cache_share,token_source,token_detail_source,token_accounting_scope,token_accounting_status,token_sources_consistent,token_is_lower_bound,token_retry_attempts_included,token_reconciliation_delta,token_server_status,token_server_request_count,token_server_input,token_server_fresh_input,token_server_cache_read,token_server_cache_creation,token_server_output,token_server_total,token_server_components_consistent,token_server_local_trace_delta,token_trace_input,token_stdout_input,token_stdout_fresh_input,token_stdout_cache_read,token_stdout_cache_creation,token_stdout_output,token_journal_input,token_journal_output,token_pre_final_retry_input,token_pre_final_retry_output,token_reconstructed_input,token_reconstructed_output,token_harbor_input,token_harbor_cache_read,token_harbor_output
dna-insert,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__13-01-37,dna-insert__CxCpvgu,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37/dna-insert__CxCpvgu,2026-08-03T05:01:38.440962Z,2026-08-03T05:14:55.575702Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_primers,True,False,False,completed_no_pass,False,,,completed,0,True,,completed,0,,partial,True,permission_audit,True,formal_frozen_inputs,False,False,False,False,False,False,[],[],False,0,0,False,False,False,False,4050.0,600.0,,[],1,0,False,False,complete,,,797.13474,1.457845,93.093998,639.493326,50.505677,635.562,617.895,,13,18,18,0,0,18,0,0,1.0,0.0,13.162000000000003,18,1.0,"{""bash"":14,""read_file"":3,""write_file"":1}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37/dna-insert__CxCpvgu/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/f45e3da9-cd4b-4e63-bf51-8e7ea4709fbc/step_events.jsonl,True,13,0,0,234975,43551,191424,0,51365,286340,286340,0.8146568783913182,matrixone.agent_events.llm_response,astra.stdout.json,server_session_observed,server_reconciled,True,False,0,0,queried_found,13,234975,43551,191424,0,51365,286340,True,0,234975,234975,43551,191424,0,51365,,,,,234975,51365,234975,191424,51365
extract-elf,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,extract-elf__GD6CnuF,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-elf__GD6CnuF,2026-07-30T01:49:01.631930Z,2026-07-30T02:06:15.648359Z,0,no_pass,True,True,2,0,2,0,test_outputs.py::test_extract_js_exists; test_outputs.py::test_output_matches_reference,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,1800.0,,120.0,[120.0],,,,,,,,1034.016429,20.521734,2.762575,971.477467,27.23778,,535.02,,7,11,11,0,0,11,0,0,1.0,0.0,1.2980000000000003,11,1.0,"{""bash"":11}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-elf__GD6CnuF/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/9acfe424-a4df-4c8b-b85e-7c538e8481dd/step_events.jsonl,True,6,6,,79089,14577,64512,0,37071,116160,116160,0.8156886545537306,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,79089,,,,,,79089,37071,,,79089,37071,,,
extract-moves-from-video,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,extract-moves-from-video__Kn9TUHU,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-moves-from-video__Kn9TUHU,2026-07-30T07:13:36.280632Z,2026-07-30T08:03:12.976958Z,0,no_pass,True,False,,,,,,,False,False,failed_no_pass,False,,,adapter_infra_error,4,False,LifecycleControllerError,interrupted,5,budget_exhausted,partial,True,interruption_recorded,False,exploratory_unfrozen,False,False,False,False,False,False,[],[],False,0,0,False,False,False,False,3600.0,,,[],,,,,,,,2976.696326,7.419359,74.623533,2859.759778,20.302429,,,,50,58,53,5,0,58,0,0,1.0,0.08620689655172414,1608.1389999999997,58,1.0,"{""bash"":53,""write_file"":5}","{""bash"":5}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-moves-from-video__Kn9TUHU/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/3eca8df0-b8f8-4bbe-9c9c-eca6a6f0f41d/step_events.jsonl,True,,50,0,780975,106351,674624,0,49962,830937,830937,0.8638227856205384,astra.stdout.json,astra.stdout.json,session_observed_no_context_trace,complete_no_trace_crosscheck,True,False,0,,queried_not_found,,,,,,,,,,,780975,106351,674624,0,49962,780975,49962,,,780975,49962,,,
filter-js-from-html,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,filter-js-from-html__nxqNena,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/filter-js-from-html__nxqNena,2026-07-30T08:34:08.417799Z,2026-07-30T08:43:51.160690Z,0,no_pass,True,True,2,0,2,0,test_outputs.py::test_filter_blocks_xss; test_outputs.py::test_clean_html_unchanged,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,3600.0,,120.0,[120.0],,,,,,,,582.742891,28.854787,5.090469,517.67338,18.249412,,81.364,,2,1,1,0,0,1,0,0,1.0,0.0,0.732,1,1.0,"{""bash"":1}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/filter-js-from-html__nxqNena/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/8ec5dd82-b0e4-446c-847f-66cd4f9d422c/step_events.jsonl,True,1,1,,9329,1201,8128,0,4897,14226,14226,0.8712616571979848,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,9329,,,,,,9329,4897,,,9329,4897,,,
gcode-to-text,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,gcode-to-text__zfxZT3h,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h,2026-07-30T00:04:37.581953Z,2026-07-30T00:34:14.634526Z,0,no_pass,True,True,2,0,2,0,test_outputs.py::test_hello_file_exists; test_outputs.py::test_hello_file_content,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,1800.0,,120.0,[120.0],,,,,,,,1777.052573,5.961955,2.722863,1744.486715,11.98089,,1264.6019999999999,,26,29,29,0,0,29,0,0,1.0,0.0,8.913999999999998,29,1.0,"{""bash"":25,""read_file"":4}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/611b837c-8943-4d97-b1b9-26b5fafdffbe/step_events.jsonl,True,25,25,,513144,136824,376320,0,95855,608999,608999,0.7333613956316356,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,513144,,,,,,513144,95855,,,513144,95855,,,
gpt2-codegolf,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__16-27-47,gpt2-codegolf__drvhmQJ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-27-47/gpt2-codegolf__drvhmQJ,2026-08-03T08:27:47.906673Z,2026-08-03T08:52:53.119596Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_gpt2_implementation,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,True,formal_frozen_inputs,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,2,2,False,False,False,False,2025.0,600.0,120.0,[120.0],2,1,False,False,complete,stream_transport_optional_retry_skipped,insufficient_remaining_deadline_for_optional_retry,1505.212923,2.80582,71.564048,1394.10852,22.812494,1389.113,487.3930000000001,,25,36,32,4,0,36,0,0,1.0,0.1111111111111111,34.019999999999996,36,1.0,"{""bash"":25,""git"":1,""introspect"":1,""list_dir"":1,""read_file"":1,""reflect"":3,""session"":2,""task_board"":1,""tool_search"":1}","{""bash"":3,""git"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-27-47/gpt2-codegolf__drvhmQJ/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/8be62351-5803-47bc-b1b8-ddbd9a7bc2d4/step_events.jsonl,True,22,22,,327449,68377,259072,0,25396,352845,352845,0.7911827490693207,matrixone.agent_events.llm_response,local-session.pipeline_feedback,server_session_observed,server_reconciled,True,True,1,0,queried_found,22,327449,68377,259072,0,25396,352845,True,0,327449,,,,,,327449,25396,,,327449,25396,,,
hf-model-inference,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__01-15-16,hf-model-inference__WnwC9qD,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD,2026-08-02T17:15:16.844334Z,2026-08-02T17:21:32.542757Z,0,no_pass,True,True,4,1,3,0,test_outputs.py::test_flask_api_running; test_outputs.py::test_sentiment_endpoint; test_outputs.py::test_api_error_handling,True,False,False,completed_no_pass,False,,,completed,0,True,,completed,0,,partial,True,permission_audit,True,formal_frozen_inputs,True,True,False,False,False,False,[],[],False,0,0,False,False,False,False,2025.0,600.0,,[],1,0,False,False,complete,,,375.698423,1.147782,2.678209,350.544895,9.285139,347.646,294.91999999999996,,24,23,21,2,0,23,0,0,1.0,0.08695652173913043,47.54199999999999,23,1.0,"{""bash"":22,""write_file"":1}","{""bash"":2}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/c30250ff-5c9f-4a44-aabb-388b8131b0d1/step_events.jsonl,True,24,0,0,375217,59505,315712,0,23803,399020,399020,0.8414117697225872,server-context-trace+reconciled-details,astra.stdout.json,session_wide_observed,session_reconciled,True,False,0,0,queried_not_found,,,,,,,,,,375217,375217,59505,315712,0,23803,,,,,375217,23803,375217,315712,23803
install-windows-3.11,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,install-windows-3.11__uZvMHsz,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/install-windows-3.11__uZvMHsz,2026-07-29T14:27:11.494268Z,2026-07-29T15:48:38.939129Z,0,no_pass,True,True,4,3,1,0,test_outputs.py::test_windows_keys_with_visual_feedback,True,False,False,timeout_no_pass,False,,,adapter_infra_error,4,False,LifecycleControllerError,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,7200.0,,120.0,[120.0],,,,,,,,4887.444861,24.348346,2.783577,4686.957328,160.24229,,1191.323,,43,61,55,6,0,61,0,0,1.0,0.09836065573770492,247.761,61,1.0,"{""bash"":52,""task_board"":7,""write_file"":2}","{""bash"":6}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/install-windows-3.11__uZvMHsz/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/572db03d-c941-4f98-b33e-23c4d3e004fa/step_events.jsonl,True,42,42,,1000681,121513,879168,0,86050,1086731,1086731,0.8785696940383598,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,1000681,,,,,,1000681,86050,,,1000681,86050,,,
kv-store-grpc,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__17-23-32,kv-store-grpc__DmHsvDp,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__17-23-32/kv-store-grpc__DmHsvDp,2026-07-31T09:23:32.928998Z,2026-07-31T09:27:48.527816Z,0,no_pass,True,True,7,5,2,0,test_outputs.py::test_grpc_protocol_handshake; test_outputs.py::test_grpc_server_functionality,True,False,False,failed_no_pass,False,,,adapter_infra_error,4,False,LifecycleControllerError,completed,0,,complete,False,permission_audit,True,formal_frozen_inputs,False,False,False,False,False,False,[],[],False,0,0,False,False,False,False,2025.0,600.0,,[],1,0,False,False,complete,,,255.598818,2.902381,9.572804,221.346047,9.190976,215.853,197.531,,14,15,13,1,1,15,0,0,1.0,0.07142857142857142,11.527000000000001,14,0.9333333333333333,"{""bash"":11,""read_file"":1,""task_board"":1,""write_file"":2}","{""bash"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__17-23-32/kv-store-grpc__DmHsvDp/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/8363daab-88bf-4ce9-b3ab-84c4067e09a1/step_events.jsonl,True,14,0,0,158890,22442,136448,0,9813,168703,168703,0.8587576310655171,server-context-trace+reconciled-details,astra.stdout.json,session_wide_observed,session_reconciled,True,False,0,0,queried_not_found,,,,,,,,,,158890,158890,22442,136448,0,9813,,,,,158890,9813,,,
llm-inference-batching-scheduler,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,llm-inference-batching-scheduler__rd2oFtp,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/llm-inference-batching-scheduler__rd2oFtp,2026-07-30T06:59:47.212790Z,2026-07-30T07:13:36.207551Z,0,no_pass,True,True,6,1,5,0,test_outputs.py::test_output_files_exist; test_outputs.py::test_generate_and_schema; test_outputs.py::test_solution_shape_feasibility_and_batch_consistency; test_outputs.py::test_solution_coverage_no_duplicates; test_outputs.py::test_performance_thresholds,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,3600.0,,120.0,[120.0],,,,,,,,828.994761,7.685903,4.761912,783.745109,19.667814,,344.471,,3,4,4,0,0,4,0,0,1.0,0.0,0.227,4,1.0,"{""bash"":1,""list_dir"":1,""read_file"":2}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/llm-inference-batching-scheduler__rd2oFtp/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/1191e430-6e43-4ddd-8e07-bd5e9c8aabd8/step_events.jsonl,True,2,2,,25123,7715,17408,0,12264,37387,37387,0.6929108784778888,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,25123,,,,,,25123,12264,,,25123,12264,,,
mailman,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,mailman__k3KGXd5,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mailman__k3KGXd5,2026-07-30T05:44:58.240630Z,2026-07-30T06:05:06.531770Z,0,no_pass,True,True,3,0,3,0,test_outputs.py::test_simple_local_delivery; test_outputs.py::test_mlist_exists; test_outputs.py::test_join_announce_leave_flow,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,3600.0,,120.0,[120.0],,,,,,,,1208.29114,12.366714,3.046085,1120.199076,60.030046,,827.056,,15,38,31,7,0,38,0,0,1.0,0.18421052631578946,8.288,38,1.0,"{""bash"":22,""grep"":4,""read_file"":12}","{""bash"":6,""read_file"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mailman__k3KGXd5/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/8f88d6da-b709-406e-b094-2758008a765b/step_events.jsonl,True,14,14,,266769,44369,222400,0,69391,336160,336160,0.8336800752711148,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,266769,,,,,,266769,69391,,,266769,69391,,,
make-doom-for-mips,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__12-26-04,make-doom-for-mips__LTHmSGk,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk,2026-08-03T04:26:04.760042Z,2026-08-03T05:01:33.079701Z,0,no_pass,True,True,3,0,3,0,test_outputs.py::test_vm_execution; test_outputs.py::test_frame_bmp_exists; test_outputs.py::test_frame_bmp_similar_to_reference,True,False,False,deadline_suspected_no_pass,False,,,adapter_infra_error,4,False,LifecycleControllerError,,,,complete,False,permission_audit,True,formal_frozen_inputs,False,False,True,True,False,True,"[""controller_deadline_suspected""]","[""retry report remained attempt_running/incomplete and agent duration reached configured product deadline""]",False,0,0,True,False,False,False,2025.0,600.0,,[],1,0,False,False,attempt_running,attempt_in_progress,,2128.319659,1.355066,3.992151,2030.291776,79.869322,,1793.384,,23,58,57,1,0,58,0,0,1.0,0.017241379310344827,15.960000000000003,58,1.0,"{""bash"":10,""grep"":16,""list_dir"":3,""read_file"":29}","{""bash"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/f2ec96d0-a5c7-42cf-b014-122554aac10a/step_events.jsonl,True,22,0,,1123373,118125,1005248,0,162757,1286130,1286130,0.8948479267349313,matrixone.agent_events.llm_response,missing,server_session_observed,server_reconciled,True,False,0,,queried_found,23,1123373,118125,1005248,0,162757,1286130,True,84438,1038935,,,,,,,,,,,,,,
make-mips-interpreter,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__10-22-52,make-mips-interpreter__3pmWNgQ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ,2026-08-03T02:22:53.632217Z,2026-08-03T03:07:32.727461Z,0,no_pass,True,True,3,0,3,0,test_outputs.py::test_vm_execution; test_outputs.py::test_frame_bmp_exists; test_outputs.py::test_frame_bmp_similar_to_reference,True,False,False,timeout_no_pass,False,,,completed,0,True,,completed,0,stream_transport,partial,True,permission_audit,True,formal_frozen_inputs,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)""]",True,1,1,False,False,False,False,4050.0,600.0,120.0,[120.0],2,1,True,False,complete,,,2679.095244,1.377297,4.421659,2481.984587,178.505608,2469.394,2012.6430000000003,,34,72,67,5,0,72,0,0,1.0,0.06944444444444445,14.264999999999999,72,1.0,"{""bash"":61,""git"":2,""grep"":1,""introspect"":3,""read_file"":3,""reflect"":1,""task_board"":1}","{""bash"":2,""git"":2,""read_file"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/b0265a37-e5e3-4e6b-91f2-de2ee2d62155/step_events.jsonl,True,32,19,0,737928,109000,628928,0,115323,853251,853251,0.8522891122169101,matrixone.agent_events.llm_response,astra.stdout.json+pre-final-retry-pipeline_feedback,server_session_observed,server_reconciled,True,True,1,0,queried_found,32,737928,109000,628928,0,115323,853251,True,0,737928,213591,34903,178688,0,13097,524337,102226,524337,102226,737928,115323,213591,178688,13097
mcmc-sampling-stan,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,mcmc-sampling-stan__MUwmpU6,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mcmc-sampling-stan__MUwmpU6,2026-07-30T10:34:51.562542Z,2026-07-30T11:33:04.241997Z,0,no_pass,True,True,6,5,1,0,test_outputs.py::test_hierarchical_model_implemented,True,False,False,completed_no_pass,False,,,completed,0,True,,completed,0,,partial,True,permission_audit,False,exploratory_unfrozen,False,False,False,False,False,False,[],[],False,0,0,False,False,False,False,3600.0,,,[],,,,,,,,3492.679455,17.750687,6.072906,3082.920948,371.860015,,1464.385,,32,47,46,1,0,47,0,0,1.0,0.02127659574468085,1596.552,47,1.0,"{""bash"":29,""read_file"":3,""task_board"":11,""write_file"":4}","{""bash"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mcmc-sampling-stan__MUwmpU6/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/9b61e544-f10f-492c-9cf3-5a8694bf3506/step_events.jsonl,True,32,0,0,792441,83385,709056,0,69395,861836,861836,0.894774500562187,server-context-trace+reconciled-details,astra.stdout.json,session_wide_observed,session_reconciled,True,False,0,0,queried_not_found,,,,,,,,,,792441,792441,83385,709056,0,69395,,,,,792441,69395,792441,709056,69395
model-extraction-relu-logits,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__00-47-16,model-extraction-relu-logits__S8Ng7R3,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3,2026-08-02T16:47:16.653880Z,2026-08-02T17:06:00.367540Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_stolen_matrix_matches,True,False,False,timeout_no_pass,False,,,completed,0,True,,completed,0,stream_transport,partial,True,permission_audit,True,formal_frozen_inputs,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)""]",True,2,2,False,False,False,False,2025.0,600.0,120.0,[120.0],3,2,True,False,complete,,,1123.71366,1.246506,3.331218,1085.463069,21.601793,1081.9370000000001,213.59700000000004,,19,22,22,0,0,22,0,0,1.0,0.0,2.7279999999999998,22,1.0,"{""bash"":12,""introspect"":6,""list_dir"":1,""read_file"":1,""task_board"":2}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/8432ce6a-8749-4445-a0e8-d56abea198c7/step_events.jsonl,True,15,12,0,186642,29202,157440,0,14934,201576,201576,0.8435400392194683,server-context-trace+reconciled-details,astra.stdout.json+pre-final-retry-pipeline_feedback,session_wide_observed,session_reconciled,True,True,2,0,queried_not_found,,,,,,,,,,186642,28508,1436,27072,0,868,158134,14066,158134,14066,186642,14934,28508,27072,868
