task_id,attempt_count_for_task,selected_run_dir,selected_trial_name,selected_trial_path,selected_finished_at,reward,verify_status,normal_e2e_pass,outcome_bucket,timeout,product_terminal_status,product_return_code,product_completion_claim,run_status,run_error,trajectory_capture_status,trajectory_terminal_event,trajectory_terminal_event_count,trajectory_capture_error,e2e_s,environment_setup_s,agent_setup_s,agent_execution_s,verifier_s,run_duration_s,tool_calls,tool_calls_failed,tool_call_failure_rate,tool_duration_s,tool_breakdown,failed_tool_breakdown,session_api_calls,session_messages,message_delta_count,model_activity_observed,gateway_response_truncated_count,gateway_balance_error_line_count,token_input,token_output,token_total,token_source,token_accounting_status,token_sources_consistent,cost_usd,verifier_tests,verifier_passed,verifier_failed,verifier_skipped,failed_test_names
dna-assembly,1,2026-07-30__22-45-12,dna-assembly__uska5na,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__22-45-12/dna-assembly__uska5na,2026-07-30T15:20:24.476893Z,0,no_pass,False,completed_no_pass,False,completed,0,True,completed,,saved,run.completed,1,,2111.519136,1.232812,5.682738,2054.910714,37.22369,2052.0544426441193,43,12,0.27906976744186046,184.227,"{""execute_code"": 1, ""read_file"": 2, ""terminal"": 39, ""write_file"": 1}","{""execute_code"": 1, ""terminal"": 11}",41,85,932,True,0,0,1760722,152539,1913261,hermes-run.json.usage,reported,True,,1,0,1,0,test_outputs.py::test_primers
dna-insert,1,2026-07-30__23-29-41,dna-insert__3jGZkjs,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__23-29-41/dna-insert__3jGZkjs,2026-07-30T15:42:07.332772Z,0,no_pass,False,completed_no_pass,False,completed,0,True,completed,,saved,run.completed,1,,744.851331,1.243995,5.236199,711.152302,14.362863,708.3036739826202,34,4,0.11764705882352941,255.919,"{""read_file"": 2, ""terminal"": 32}","{""terminal"": 4}",35,70,440,True,0,0,945569,16254,961823,hermes-run.json.usage,reported,True,,1,0,1,0,test_outputs.py::test_primers
extract-elf,1,2026-07-30__23-48-32,extract-elf__L78scP6,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__23-48-32/extract-elf__L78scP6,2026-07-30T16:03:10.123167Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,876.805031,1.183685,5.228334,825.121877,33.126944,822.4639291763306,18,1,0.05555555555555555,24.467999999999993,"{""terminal"": 17, ""write_file"": 1}","{""terminal"": 1}",13,32,269,True,0,0,352239,65641,417880,hermes-run.json.usage,reported,True,,2,2,0,0,
extract-moves-from-video,2,2026-08-03__23-57-09,extract-moves-from-video__AFfPQNS,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__23-57-09/extract-moves-from-video__AFfPQNS,2026-08-03T16:57:59.891811Z,0,no_pass,False,timeout_no_pass,True,timeout,124,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,saved,run.timed_out,1,,3649.353876,1.285533,5.062135,3604.450101,26.122262,3601.650806427002,143,7,0.04895104895104895,2619.0960000000014,"{""execute_code"": 1, ""terminal"": 32, ""vision_analyze"": 107, ""write_file"": 3}","{""execute_code"": 1, ""terminal"": 6}",73,218,348,True,0,0,,,,missing,missing_after_model_activity,,,2,1,1,0,test_outputs.py::test_solution_content_similarity
feal-differential-cryptanalysis,1,2026-07-31__01-13-23,feal-differential-cryptanalysis__cdkHeUK,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-13-23/feal-differential-cryptanalysis__cdkHeUK,2026-07-30T17:19:50.439880Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,385.86114,1.340182,5.141088,340.470276,26.714507,337.78414368629456,12,2,0.16666666666666666,15.489999999999998,"{""execute_code"": 1, ""read_file"": 1, ""terminal"": 6, ""write_file"": 4}","{""execute_code"": 1, ""terminal"": 1}",13,26,593,True,0,0,249392,29487,278879,hermes-run.json.usage,reported,True,,1,1,0,0,
feal-linear-cryptanalysis,1,2026-07-31__01-21-50,feal-linear-cryptanalysis__my336PY,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-21-50/feal-linear-cryptanalysis__my336PY,2026-07-30T17:40:56.423279Z,0,no_pass,False,completed_no_pass,False,completed,0,True,completed,,saved,run.completed,1,,1144.767219,1.267155,5.35748,1117.4618,8.613736,1114.7482109069824,3,0,0.0,2.829,"{""read_file"": 3}",{},1,12,16,True,4,0,15618,174,15792,hermes-run.json.usage,reported,True,,1,0,1,0,test_outputs.py::test_attack
filter-js-from-html,1,2026-07-31__01-42-23,filter-js-from-html__RdhDxsm,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-42-23/filter-js-from-html__RdhDxsm,2026-07-30T18:07:32.119401Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,1508.097408,1.182453,4.714443,808.251504,679.104642,805.7443466186523,6,0,0.0,5.651,"{""terminal"": 4, ""write_file"": 2}",{},7,20,303,True,3,0,123540,3734,127274,hermes-run.json.usage,reported,True,,2,2,0,0,
financial-document-processor,1,2026-07-31__02-15-56,financial-document-processor__xaV7aav,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-15-56/financial-document-processor__xaV7aav,2026-07-30T18:22:19.990336Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,382.472811,1.298083,5.027593,348.483172,15.204307,345.9550664424896,28,2,0.07142857142857142,270.46799999999996,"{""execute_code"": 1, ""terminal"": 14, ""vision_analyze"": 11, ""write_file"": 2}","{""execute_code"": 1, ""terminal"": 1}",20,49,664,True,0,0,442564,13087,455651,hermes-run.json.usage,reported,True,,7,7,0,0,
fix-code-vulnerability,1,2026-07-31__02-24-20,fix-code-vulnerability__Uo3XDpv,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-24-20/fix-code-vulnerability__Uo3XDpv,2026-07-30T18:28:06.847602Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,225.947761,1.24795,5.098437,203.237435,4.225474,200.62303137779236,29,0,0.0,24.994999999999997,"{""patch"": 1, ""read_file"": 10, ""search_files"": 8, ""terminal"": 9, ""write_file"": 1}",{},28,58,886,True,0,0,1007155,4694,1011849,hermes-run.json.usage,reported,True,,6,6,0,0,
fix-git,1,2026-07-31__02-29-59,fix-git__v5ytDph,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-29-59/fix-git__v5ytDph,2026-07-30T18:32:28.057414Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,148.153458,1.285355,5.276095,120.725123,8.844264,117.99772381782532,17,4,0.23529411764705882,5.802,"{""read_file"": 1, ""terminal"": 15, ""write_file"": 1}","{""terminal"": 4}",12,30,846,True,0,0,222101,3424,225525,hermes-run.json.usage,reported,True,,2,2,0,0,
fix-ocaml-gc,1,2026-07-31__02-39-17,fix-ocaml-gc__KRpRZNt,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-39-17/fix-ocaml-gc__KRpRZNt,2026-07-30T19:55:56.550863Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,4598.047229,1.646954,4.972277,3204.356675,1374.294081,3201.5363619327545,62,9,0.14516129032258066,2739.395000000001,"{""patch"": 1, ""process"": 14, ""read_file"": 10, ""search_files"": 1, ""terminal"": 36}","{""read_file"": 1, ""terminal"": 8}",59,122,1157,True,0,0,3374785,21413,3396198,hermes-run.json.usage,reported,True,,1,1,0,0,
gcode-to-text,1,2026-07-31__03-57-56,gcode-to-text__igrmbEY,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__03-57-56/gcode-to-text__igrmbEY,2026-07-30T20:28:38.876971Z,0,no_pass,False,timeout_no_pass,True,timeout,124,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,failed,,0,RuntimeError: Hermes run event stream must contain exactly one terminal event,1841.295264,1.544884,5.118871,1813.421198,8.073604,1810.2267246246338,69,12,0.17391304347826086,728.4199999999998,"{""browser_console"": 1, ""browser_navigate"": 4, ""browser_vision"": 3, ""execute_code"": 1, ""patch"": 1, ""read_file"": 2, ""terminal"": 36, ""vision_analyze"": 2, ""write_file"": 19}","{""browser_vision"": 3, ""execute_code"": 1, ""terminal"": 6, ""vision_analyze"": 2}",70,140,580,True,0,21,,,,missing,missing_after_model_activity,,,2,0,2,0,test_outputs.py::test_hello_file_exists; test_outputs.py::test_hello_file_content
git-leak-recovery,1,2026-07-31__04-35-51,git-leak-recovery__FSFqxjL,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__04-35-51/git-leak-recovery__FSFqxjL,2026-07-30T20:37:47.859427Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,115.727048,1.516136,5.146137,65.56421,31.321924,62.986788511276245,11,0,0.0,5.210000000000001,"{""terminal"": 10, ""write_file"": 1}",{},8,20,538,True,0,0,135889,1350,137239,hermes-run.json.usage,reported,True,,5,5,0,0,
git-multibranch,3,2026-08-03__21-40-47,git-multibranch__6hMZ53E,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__21-40-47/git-multibranch__6hMZ53E,2026-08-03T13:47:47.930750Z,0,no_pass,False,completed_no_pass,False,completed,0,True,completed,,saved,run.completed,1,,419.342564,1.361837,5.868426,342.425315,57.409356,339.5697329044342,8,1,0.125,84.824,"{""terminal"": 6, ""write_file"": 2}","{""write_file"": 1}",9,18,465,True,0,0,153833,25608,179441,hermes-run.json.usage,reported,True,,1,0,1,0,test_outputs.py::test_multi_branch_https_deploy
gpt2-codegolf,1,2026-07-31__04-56-32,gpt2-codegolf__D7dv6Qz,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__04-56-32/gpt2-codegolf__D7dv6Qz,2026-07-30T21:27:34.124439Z,0,no_pass,False,timeout_no_pass,True,timeout,124,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,failed,,0,RuntimeError: Hermes run event stream must contain exactly one terminal event,1860.639206,1.562334,4.966959,1812.852428,28.525077,1810.0553653240204,21,4,0.19047619047619047,52.929,"{""execute_code"": 1, ""terminal"": 20}","{""execute_code"": 1, ""terminal"": 3}",14,36,108,True,0,0,,,,missing,missing_after_model_activity,,,1,0,1,0,test_outputs.py::test_gpt2_implementation
headless-terminal,1,2026-07-31__05-29-30,headless-terminal__w4fJEGp,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__05-29-30/headless-terminal__w4fJEGp,2026-07-30T21:37:10.262211Z,1,pass,True,normal_e2e_pass,False,completed,0,True,completed,,saved,run.completed,1,,458.578022,1.429432,4.61949,422.084284,18.279305,419.46730279922485,16,4,0.25,24.614999999999995,"{""patch"": 2, ""read_file"": 1, ""search_files"": 4, ""terminal"": 7, ""write_file"": 2}","{""terminal"": 4}",15,32,561,True,0,0,279578,29920,309498,hermes-run.json.usage,reported,True,,7,7,0,0,
hf-model-inference,1,2026-07-31__18-12-00,hf-model-inference__ir8cZ2b,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__18-12-00/hf-model-inference__ir8cZ2b,2026-07-31T10:14:24.619594Z,0,no_pass,False,completed_no_pass,False,completed,0,True,completed,,saved,run.completed,1,,143.769157,1.851014,4.840071,113.181725,11.409531,110.61556506156921,7,1,0.14285714285714285,49.632999999999996,"{""skill_view"": 1, ""terminal"": 5, ""write_file"": 1}","{""terminal"": 1}",6,14,364,True,0,0,106347,1589,107936,hermes-run.json.usage,reported,True,,4,1,3,0,test_outputs.py::test_flask_api_running; test_outputs.py::test_sentiment_endpoint; test_outputs.py::test_api_error_handling
install-windows-3.11,2,2026-08-03__23-21-15,install-windows-3.11__gX7oDxT,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__23-21-15/install-windows-3.11__gX7oDxT,2026-08-03T15:49:01.324149Z,0,no_pass,False,completed_no_pass,False,completed,0,True,completed,,saved,run.completed,1,,1665.226833,1.471701,4.689481,1502.533443,144.089997,1499.9160656929016,91,9,0.0989010989010989,869.7230000000001,"{""execute_code"": 1, ""terminal"": 71, ""vision_analyze"": 13, ""write_file"": 6}","{""execute_code"": 1, ""terminal"": 7, ""write_file"": 1}",90,184,2048,True,0,0,2873943,20399,2894342,hermes-run.json.usage,reported,True,,4,1,3,0,test_outputs.py::test_network_status; test_outputs.py::test_qemu_running_with_correct_params; test_outputs.py::test_windows_keys_with_visual_feedback
kv-store-grpc,1,2026-07-31__06-25-39,kv-store-grpc__Ef67kGg,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__06-25-39/kv-store-grpc__Ef67kGg,2026-07-30T22:29:18.315104Z,0,no_pass,False,completed_no_pass,False,completed,0,True,completed,,saved,run.completed,1,,218.285117,1.322066,4.758568,193.039486,7.0392,190.42797923088074,15,1,0.06666666666666667,16.88,"{""execute_code"": 1, ""process"": 1, ""read_file"": 1, ""terminal"": 5, ""todo"": 5, ""write_file"": 2}","{""execute_code"": 1}",15,31,471,True,0,0,274933,11239,286172,hermes-run.json.usage,reported,True,,7,5,2,0,test_outputs.py::test_real_grpc_server_running; test_outputs.py::test_grpc_server_functionality
