source_root,task_id,task_name,trial_name,batch_path,raw_relative_path,trajectory_kind,trajectory_relative_path,manifest_relative_path,manifest_sha256,session_id,run_id,trajectory_status,product_terminal_status,trajectory_event_count,trajectory_file_count,verifier_reward,started_at,finished_at
hermes-c0-all-jobs,caffe-cifar-10,terminal-bench/caffe-cifar-10,caffe-cifar-10__MyMkUd9,astra/runs/hermes-c0-all-jobs/2026-07-30__17-41-21,astra/runs/hermes-c0-all-jobs/2026-07-30__17-41-21/caffe-cifar-10__MyMkUd9,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__17-41-21/caffe-cifar-10__MyMkUd9/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__17-41-21/caffe-cifar-10__MyMkUd9/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,db190f63-7b32-4d56-9f11-2a3a17b1c856,run_9ecfc0c8ac154a89ad684b0a12f5f1e6,driver-recorded,completed,1324,,0,2026-07-30T09:41:22.035312Z,2026-07-30T10:49:14.457726Z
hermes-c0-all-jobs,compile-compcert,terminal-bench/compile-compcert,compile-compcert__THECWzy,astra/runs/hermes-c0-all-jobs/2026-07-30__19-01-52,astra/runs/hermes-c0-all-jobs/2026-07-30__19-01-52/compile-compcert__THECWzy,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__19-01-52/compile-compcert__THECWzy/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__19-01-52/compile-compcert__THECWzy/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,df61f62a-a6f1-41ad-b733-3f134ce1bd05,run_7007c1491a634b648ad2737da8002452,driver-recorded,timed_out,,,0,2026-07-30T11:01:53.677033Z,2026-07-30T12:22:49.060696Z
hermes-c0-all-jobs,configure-git-webserver,terminal-bench/configure-git-webserver,configure-git-webserver__VuHrDDN,astra/runs/hermes-c0-all-jobs/2026-07-30__20-30-38,astra/runs/hermes-c0-all-jobs/2026-07-30__20-30-38/configure-git-webserver__VuHrDDN,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__20-30-38/configure-git-webserver__VuHrDDN/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__20-30-38/configure-git-webserver__VuHrDDN/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,d6e49eb5-1da0-4ac2-b212-4c5fea781df3,run_4a2d8738961346668faaf351e22a0b6b,driver-recorded,completed,419,,0,2026-07-30T12:30:39.355122Z,2026-07-30T12:33:59.195375Z
hermes-c0-all-jobs,constraints-scheduling,terminal-bench/constraints-scheduling,constraints-scheduling__cX4gLS6,astra/runs/hermes-c0-all-jobs/2026-07-30__20-41-17,astra/runs/hermes-c0-all-jobs/2026-07-30__20-41-17/constraints-scheduling__cX4gLS6,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__20-41-17/constraints-scheduling__cX4gLS6/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__20-41-17/constraints-scheduling__cX4gLS6/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,6d9c7bca-80fa-4407-8b09-1d9f69ccb955,run_755ad5c169a74c00bf8dc2c89d523944,driver-recorded,completed,594,,1,2026-07-30T12:41:18.070365Z,2026-07-30T12:46:06.172995Z
hermes-c0-all-jobs,count-dataset-tokens,terminal-bench/count-dataset-tokens,count-dataset-tokens__hSzRjmb,astra/runs/hermes-c0-all-jobs/2026-07-30__20-48-04,astra/runs/hermes-c0-all-jobs/2026-07-30__20-48-04/count-dataset-tokens__hSzRjmb,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__20-48-04/count-dataset-tokens__hSzRjmb/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__20-48-04/count-dataset-tokens__hSzRjmb/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,54654135-edff-42e6-9ff4-804a9fc0b34f,run_ac9c7779c21f441f92223113b926042f,driver-recorded,completed,925,,1,2026-07-30T12:48:04.902959Z,2026-07-30T13:01:36.125593Z
hermes-c0-all-jobs,crack-7z-hash,terminal-bench/crack-7z-hash,crack-7z-hash__hexw2DN,astra/runs/hermes-c0-all-jobs/2026-07-30__21-08-33,astra/runs/hermes-c0-all-jobs/2026-07-30__21-08-33/crack-7z-hash__hexw2DN,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__21-08-33/crack-7z-hash__hexw2DN/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__21-08-33/crack-7z-hash__hexw2DN/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,ab8fda27-cde9-4e5b-84d5-5b5c1cdf8289,run_99f22253abe04ef9a76405b5a12d0d09,driver-recorded,completed,524,,1,2026-07-30T13:08:34.066892Z,2026-07-30T13:30:04.547190Z
hermes-c0-all-jobs,custom-memory-heap-crash,terminal-bench/custom-memory-heap-crash,custom-memory-heap-crash__bzdH3jy,astra/runs/hermes-c0-all-jobs/2026-07-30__21-37-12,astra/runs/hermes-c0-all-jobs/2026-07-30__21-37-12/custom-memory-heap-crash__bzdH3jy,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__21-37-12/custom-memory-heap-crash__bzdH3jy/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__21-37-12/custom-memory-heap-crash__bzdH3jy/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,1b7d0e51-1e61-4c19-b6e6-2971ad584ea7,run_c0559e6f1a424eedb454e117152d6a60,driver-recorded,completed,875,,1,2026-07-30T13:37:13.568252Z,2026-07-30T13:47:18.184798Z
hermes-c0-all-jobs,db-wal-recovery,terminal-bench/db-wal-recovery,db-wal-recovery__33DeyG7,astra/runs/hermes-c0-all-jobs/2026-07-30__21-54-42,astra/runs/hermes-c0-all-jobs/2026-07-30__21-54-42/db-wal-recovery__33DeyG7,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__21-54-42/db-wal-recovery__33DeyG7/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__21-54-42/db-wal-recovery__33DeyG7/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,10c6cf92-53b2-41a1-a13f-6ac2921b797d,run_00af38cb43304c90a44846d9c316d739,driver-recorded,completed,814,,1,2026-07-30T13:54:43.494607Z,2026-07-30T14:22:16.612574Z
hermes-c0-all-jobs,distribution-search,terminal-bench/distribution-search,distribution-search__vcpnUUq,astra/runs/hermes-c0-all-jobs/2026-07-30__22-24-38,astra/runs/hermes-c0-all-jobs/2026-07-30__22-24-38/distribution-search__vcpnUUq,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__22-24-38/distribution-search__vcpnUUq/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__22-24-38/distribution-search__vcpnUUq/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,42873f9a-c704-45d1-8614-e087c79a92ab,run_8dcdbe8e137f4d62b85c149d2db8f914,driver-recorded,completed,430,,1,2026-07-30T14:24:38.745882Z,2026-07-30T14:37:03.746305Z
hermes-c0-all-jobs,dna-assembly,terminal-bench/dna-assembly,dna-assembly__uska5na,astra/runs/hermes-c0-all-jobs/2026-07-30__22-45-12,astra/runs/hermes-c0-all-jobs/2026-07-30__22-45-12/dna-assembly__uska5na,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__22-45-12/dna-assembly__uska5na/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__22-45-12/dna-assembly__uska5na/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,e54d0293-2ff4-4df6-86be-597b956ce643,run_7f2bac681bdf40558b22b4b3fe9a7d37,driver-recorded,completed,1041,,0,2026-07-30T14:45:12.957757Z,2026-07-30T15:20:24.476893Z
hermes-c0-all-jobs,dna-insert,terminal-bench/dna-insert,dna-insert__3jGZkjs,astra/runs/hermes-c0-all-jobs/2026-07-30__23-29-41,astra/runs/hermes-c0-all-jobs/2026-07-30__23-29-41/dna-insert__3jGZkjs,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__23-29-41/dna-insert__3jGZkjs/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__23-29-41/dna-insert__3jGZkjs/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,cf8b56d3-63e4-4fc8-97b1-c23d456314c4,run_fcc7c099044d4d3d89590c7f12a83378,driver-recorded,completed,512,,0,2026-07-30T15:29:42.481441Z,2026-07-30T15:42:07.332772Z
hermes-c0-all-jobs,extract-elf,terminal-bench/extract-elf,extract-elf__L78scP6,astra/runs/hermes-c0-all-jobs/2026-07-30__23-48-32,astra/runs/hermes-c0-all-jobs/2026-07-30__23-48-32/extract-elf__L78scP6,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-30__23-48-32/extract-elf__L78scP6/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-30__23-48-32/extract-elf__L78scP6/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,61ce0584-253e-40c8-9b95-96f117da2c28,run_46ea06c468014b1c83fb2d805021a616,driver-recorded,completed,313,,1,2026-07-30T15:48:33.318136Z,2026-07-30T16:03:10.123167Z
hermes-c0-all-jobs,extract-moves-from-video,terminal-bench/extract-moves-from-video,extract-moves-from-video__CTkXDwT,astra/runs/hermes-c0-all-jobs/2026-07-31__00-10-48,astra/runs/hermes-c0-all-jobs/2026-07-31__00-10-48/extract-moves-from-video__CTkXDwT,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__00-10-48/extract-moves-from-video__CTkXDwT/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__00-10-48/extract-moves-from-video__CTkXDwT/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,cfbbcbfd-f673-4f31-9f76-2b98c51d994e,run_2ac2e2caeac94323982dd13986cd294e,driver-recorded,timed_out,,,,2026-07-30T16:10:48.888945Z,2026-07-30T17:11:20.254132Z
hermes-c0-all-jobs,feal-differential-cryptanalysis,terminal-bench/feal-differential-cryptanalysis,feal-differential-cryptanalysis__cdkHeUK,astra/runs/hermes-c0-all-jobs/2026-07-31__01-13-23,astra/runs/hermes-c0-all-jobs/2026-07-31__01-13-23/feal-differential-cryptanalysis__cdkHeUK,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__01-13-23/feal-differential-cryptanalysis__cdkHeUK/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__01-13-23/feal-differential-cryptanalysis__cdkHeUK/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,f12d7a50-a9cc-4616-96c9-4c1fa86c5611,run_b95f35bcdaed4f238ed85d0b8facd436,driver-recorded,completed,626,,1,2026-07-30T17:13:24.578740Z,2026-07-30T17:19:50.439880Z
hermes-c0-all-jobs,feal-linear-cryptanalysis,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__my336PY,astra/runs/hermes-c0-all-jobs/2026-07-31__01-21-50,astra/runs/hermes-c0-all-jobs/2026-07-31__01-21-50/feal-linear-cryptanalysis__my336PY,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__01-21-50/feal-linear-cryptanalysis__my336PY/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__01-21-50/feal-linear-cryptanalysis__my336PY/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,1a192530-4b31-40a0-b884-6f69e0e83e83,run_5f85622f12f14765892be633a3ceb28d,driver-recorded,completed,26,,0,2026-07-30T17:21:51.656060Z,2026-07-30T17:40:56.423279Z
hermes-c0-all-jobs,filter-js-from-html,terminal-bench/filter-js-from-html,filter-js-from-html__RdhDxsm,astra/runs/hermes-c0-all-jobs/2026-07-31__01-42-23,astra/runs/hermes-c0-all-jobs/2026-07-31__01-42-23/filter-js-from-html__RdhDxsm,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__01-42-23/filter-js-from-html__RdhDxsm/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__01-42-23/filter-js-from-html__RdhDxsm/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,c5c20a7c-edd8-41db-866a-9da7561fc230,run_61ff20c3794c4314bd54bd689141fb17,driver-recorded,completed,322,,1,2026-07-30T17:42:24.021993Z,2026-07-30T18:07:32.119401Z
hermes-c0-all-jobs,financial-document-processor,terminal-bench/financial-document-processor,financial-document-processor__xaV7aav,astra/runs/hermes-c0-all-jobs/2026-07-31__02-15-56,astra/runs/hermes-c0-all-jobs/2026-07-31__02-15-56/financial-document-processor__xaV7aav,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__02-15-56/financial-document-processor__xaV7aav/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__02-15-56/financial-document-processor__xaV7aav/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,caf65098-de5f-4265-acec-63ac28707b2f,run_1d1a2ab3c17f47778fa250628805dfa9,driver-recorded,completed,728,,1,2026-07-30T18:15:57.517525Z,2026-07-30T18:22:19.990336Z
hermes-c0-all-jobs,fix-code-vulnerability,terminal-bench/fix-code-vulnerability,fix-code-vulnerability__Uo3XDpv,astra/runs/hermes-c0-all-jobs/2026-07-31__02-24-20,astra/runs/hermes-c0-all-jobs/2026-07-31__02-24-20/fix-code-vulnerability__Uo3XDpv,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__02-24-20/fix-code-vulnerability__Uo3XDpv/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__02-24-20/fix-code-vulnerability__Uo3XDpv/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,626a500e-655a-42a7-b6c6-3044ee77a4e4,run_ce2c3885f8304cce91dda3e373b3fe15,driver-recorded,completed,966,,1,2026-07-30T18:24:20.899841Z,2026-07-30T18:28:06.847602Z
hermes-c0-all-jobs,fix-git,terminal-bench/fix-git,fix-git__v5ytDph,astra/runs/hermes-c0-all-jobs/2026-07-31__02-29-59,astra/runs/hermes-c0-all-jobs/2026-07-31__02-29-59/fix-git__v5ytDph,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__02-29-59/fix-git__v5ytDph/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__02-29-59/fix-git__v5ytDph/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,ea33666f-ad8b-45e3-9ae2-33870255eab2,run_d9d368c9e773424183d8fb61153ac183,driver-recorded,completed,893,,1,2026-07-30T18:29:59.903956Z,2026-07-30T18:32:28.057414Z
hermes-c0-all-jobs,fix-ocaml-gc,terminal-bench/fix-ocaml-gc,fix-ocaml-gc__KRpRZNt,astra/runs/hermes-c0-all-jobs/2026-07-31__02-39-17,astra/runs/hermes-c0-all-jobs/2026-07-31__02-39-17/fix-ocaml-gc__KRpRZNt,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__02-39-17/fix-ocaml-gc__KRpRZNt/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__02-39-17/fix-ocaml-gc__KRpRZNt/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,ebd18458-6722-4660-bef9-df372f99991e,run_6a4dce8d42924ceab4b584f612f2c856,driver-recorded,completed,1308,,1,2026-07-30T18:39:18.503634Z,2026-07-30T19:55:56.550863Z
hermes-c0-all-jobs,gcode-to-text,terminal-bench/gcode-to-text,gcode-to-text__igrmbEY,astra/runs/hermes-c0-all-jobs/2026-07-31__03-57-56,astra/runs/hermes-c0-all-jobs/2026-07-31__03-57-56/gcode-to-text__igrmbEY,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__03-57-56/gcode-to-text__igrmbEY/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__03-57-56/gcode-to-text__igrmbEY/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,ccaa6acb-4472-4496-97c7-6521d88f6041,run_7bc2815970ac49f0a87c27141c6e6872,driver-recorded,timed_out,,,0,2026-07-30T19:57:57.581707Z,2026-07-30T20:28:38.876971Z
hermes-c0-all-jobs,git-leak-recovery,terminal-bench/git-leak-recovery,git-leak-recovery__FSFqxjL,astra/runs/hermes-c0-all-jobs/2026-07-31__04-35-51,astra/runs/hermes-c0-all-jobs/2026-07-31__04-35-51/git-leak-recovery__FSFqxjL,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__04-35-51/git-leak-recovery__FSFqxjL/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__04-35-51/git-leak-recovery__FSFqxjL/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,65e26a8d-a1e3-4090-8061-97baaf06d0c5,run_b040a5588a7d4f4a81ca1067bece2734,driver-recorded,completed,571,,1,2026-07-30T20:35:52.132379Z,2026-07-30T20:37:47.859427Z
hermes-c0-all-jobs,git-multibranch,terminal-bench/git-multibranch,git-multibranch__annFNdb,astra/runs/hermes-c0-all-jobs/2026-07-31__04-45-22,astra/runs/hermes-c0-all-jobs/2026-07-31__04-45-22/git-multibranch__annFNdb,hermes-driver-session,astra/runs/hermes-c0-all-jobs/2026-07-31__04-45-22/git-multibranch__annFNdb/agent/hermes-run.json,astra/runs/hermes-c0-all-jobs/2026-07-31__04-45-22/git-multibranch__annFNdb/artifacts/manifest.json,c1db653f487fb773c4f9247162ab3314e7f0584a486914b9874c4b3d6949e42d,d38dabad-73fa-4c83-99b8-da57893c8f8a,run_ad8cd98bc5fb45f891e7e4a7a5269f02,driver-recorded,completed,740,,,2026-07-30T20:45:22.790702Z,2026-07-30T20:48:46.523318Z
