source_root,task_id,task_name,trial_name,batch_path,raw_relative_path,trajectory_kind,trajectory_relative_path,manifest_relative_path,manifest_sha256,session_id,run_id,trajectory_status,product_terminal_status,trajectory_event_count,trajectory_file_count,verifier_reward,started_at,finished_at
astra-c0-all-jobs,code-from-image,terminal-bench/code-from-image,code-from-image__gvGTG56,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/code-from-image__gvGTG56,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/code-from-image__gvGTG56/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/code-from-image__gvGTG56/agent/astra-trajectory/manifest.json,5f615855a54184241d32587921323f08b736e2865d017ed789022a06823dcec9,6fa2ad32-f95f-4b44-999b-2db0e3075a7d,7dee889a-e7d0-4eeb-b48e-212c84983b88,complete,failed,143,5,0,2026-07-29T22:49:06.085423Z,2026-07-30T00:04:37.567199Z
astra-c0-all-jobs,compile-compcert,terminal-bench/compile-compcert,compile-compcert__gN7hvuQ,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/compile-compcert__gN7hvuQ,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/compile-compcert__gN7hvuQ/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/compile-compcert__gN7hvuQ/agent/astra-trajectory/manifest.json,657fc2ee70692b42d590bbd3d9672df27e14b086cbe96303844f005d565472bb,a08baafa-68b4-4179-990c-16cd92c15501,284eda69-d042-4c57-a82b-989670ed6682,partial,completed,0,4,1,2026-07-30T02:19:05.876768Z,2026-07-30T03:05:21.537808Z
astra-c0-all-jobs,configure-git-webserver,terminal-bench/configure-git-webserver,configure-git-webserver__V4BBS6c,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/configure-git-webserver__V4BBS6c,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/configure-git-webserver__V4BBS6c/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/configure-git-webserver__V4BBS6c/agent/astra-trajectory/manifest.json,30f87ec93f7c7d94ab0f29746a5722b0456e031d44ba35e0fb75fd079ba75e4e,d181acfa-d0ff-405f-98ce-6d65f02dae8b,8d663de3-f628-431d-b52b-9adb5e5f2403,complete,adapter_infra_error,120,7,1,2026-07-30T12:43:07.703511Z,2026-07-30T13:01:43.905575Z
astra-c0-all-jobs,constraints-scheduling,terminal-bench/constraints-scheduling,constraints-scheduling__Bjnh7Qw,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/constraints-scheduling__Bjnh7Qw,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/constraints-scheduling__Bjnh7Qw/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/constraints-scheduling__Bjnh7Qw/agent/astra-trajectory/manifest.json,d2c37cb6c34831a57edb9ddac9addad71722962619374e600217d322bab80ca8,fb8a9f61-a982-481f-a685-c8bca277c9fe,83b2f34b-a968-488b-a581-b35d6322a645,partial,completed,23,6,1,2026-07-29T16:09:32.872324Z,2026-07-29T16:14:25.581262Z
astra-c0-all-jobs,count-dataset-tokens,terminal-bench/count-dataset-tokens,count-dataset-tokens__Au59b93,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/count-dataset-tokens__Au59b93,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/count-dataset-tokens__Au59b93/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/count-dataset-tokens__Au59b93/agent/astra-trajectory/manifest.json,bc37dd4ac17a6d1d93339e3c11e9b0d59983f4c5bbac37c722f0963e4560aedb,f0482204-8ab7-44a5-9221-d737b8465b28,04de5200-a412-41c9-b9b0-c93ed284cc97,partial,completed,78,6,1,2026-07-30T01:37:16.542389Z,2026-07-30T01:49:01.620754Z
astra-c0-all-jobs,crack-7z-hash,terminal-bench/crack-7z-hash,crack-7z-hash__cPniiwq,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/crack-7z-hash__cPniiwq,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/crack-7z-hash__cPniiwq/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/crack-7z-hash__cPniiwq/agent/astra-trajectory/manifest.json,bd401afdb516a2248df7e3db888fc51c3e69080ad5e654ab08aa14f8d063a8d5,b795dba1-ef1d-4c2e-a133-0650049ed921,ac16b95d-2d19-4cca-882f-79fa37757417,complete,failed,182,5,0,2026-07-30T03:36:38.908505Z,2026-07-30T04:38:58.701520Z
astra-c0-all-jobs,custom-memory-heap-crash,terminal-bench/custom-memory-heap-crash,custom-memory-heap-crash__S9kKNYf,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/custom-memory-heap-crash__S9kKNYf,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/custom-memory-heap-crash__S9kKNYf/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/custom-memory-heap-crash__S9kKNYf/agent/astra-trajectory/manifest.json,09f9a9337f79e315c67c27a738f725b01e58f364c6a156adbc42babd42d575ba,be1a9d2c-396d-493d-a6d6-140f5e0c07c8,d8240695-2824-42fa-98e7-457651cb3e22,partial,completed,242,8,1,2026-07-29T17:44:07.666736Z,2026-07-29T21:01:40.550579Z
astra-c0-all-jobs,db-wal-recovery,terminal-bench/db-wal-recovery,db-wal-recovery__B7tkkUC,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/db-wal-recovery__B7tkkUC,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/db-wal-recovery__B7tkkUC/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/db-wal-recovery__B7tkkUC/agent/astra-trajectory/manifest.json,bf8a8e6079dcbf6de20ab245b58bff811bc9b1832c998ad0d71babd9c74ed616,fc96b5d7-acbc-440a-a3d3-be45d5957ec0,f181bce2-1be1-4c91-b885-97570ec6eb2e,partial,completed,44,5,1,2026-07-30T08:31:05.394720Z,2026-07-30T08:34:08.395012Z
astra-c0-all-jobs,distribution-search,terminal-bench/distribution-search,distribution-search__8DZUgkw,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/distribution-search__8DZUgkw,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/distribution-search__8DZUgkw/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/distribution-search__8DZUgkw/agent/astra-trajectory/manifest.json,ebd53e1b04a59fc1b5f803f6a9f7aa6276f684c0cd712664c9afedc07709d5ef,02cf2ceb-2e70-4efd-b6f0-8b1565a204e2,230ff33f-c626-4471-bc0a-cd5cf1f5b7b4,complete,failed,5,5,0,2026-07-30T08:58:48.941142Z,2026-07-30T09:30:42.310626Z
astra-c0-all-jobs,dna-assembly,terminal-bench/dna-assembly,dna-assembly__xRrPdik,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/dna-assembly__xRrPdik,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/dna-assembly__xRrPdik/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/dna-assembly__xRrPdik/agent/astra-trajectory/manifest.json,,,,,,,,,2026-07-29T13:02:34.723853Z,2026-07-29T13:02:40.455710Z
astra-c0-all-jobs,dna-insert,terminal-bench/dna-insert,dna-insert__CTsTt7x,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/dna-insert__CTsTt7x,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/dna-insert__CTsTt7x/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/dna-insert__CTsTt7x/agent/astra-trajectory/manifest.json,,,,,,,,,2026-07-30T08:04:40.752348Z,2026-07-30T08:04:46.676111Z
astra-c0-all-jobs,extract-elf,terminal-bench/extract-elf,extract-elf__GD6CnuF,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/extract-elf__GD6CnuF,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/extract-elf__GD6CnuF/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/extract-elf__GD6CnuF/agent/astra-trajectory/manifest.json,2cbf57552413bd3ed5e866d4d114ddfe44730ba9f2d81bfa8da9c0de5b5cbe38,9acfe424-a4df-4c8b-b85e-7c538e8481dd,4c3996ff-60b8-462c-8599-8b9c5c453767,complete,failed,39,5,0,2026-07-30T01:49:01.631930Z,2026-07-30T02:06:15.648359Z
astra-c0-all-jobs,extract-moves-from-video,terminal-bench/extract-moves-from-video,extract-moves-from-video__Kn9TUHU,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/extract-moves-from-video__Kn9TUHU,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/extract-moves-from-video__Kn9TUHU/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/extract-moves-from-video__Kn9TUHU/agent/astra-trajectory/manifest.json,8c9351c6c5ea397322ccd6ef9879e3e1b32b4c91497687eb9224972e0c3420c8,3eca8df0-b8f8-4bbe-9c9c-eca6a6f0f41d,7d1d99f4-9e84-413a-a1b7-d7343e26f528,partial,adapter_infra_error,0,9,0,2026-07-30T07:13:36.280632Z,2026-07-30T08:03:12.976958Z
astra-c0-all-jobs,feal-differential-cryptanalysis,terminal-bench/feal-differential-cryptanalysis,feal-differential-cryptanalysis__8xoPdgj,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/feal-differential-cryptanalysis__8xoPdgj,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/feal-differential-cryptanalysis__8xoPdgj/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/feal-differential-cryptanalysis__8xoPdgj/agent/astra-trajectory/manifest.json,0394a358189884608901efb6ce7d314bb0467e7ae44d945548862b1c17c558a6,cf036617-664f-4e0f-a6a0-0c4fc371adc4,d2ccb1b4-4d00-47d5-a66a-6f778c55bb06,partial,completed,39,8,1,2026-07-30T05:34:26.294128Z,2026-07-30T05:44:58.228138Z
astra-c0-all-jobs,feal-linear-cryptanalysis,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__3WpVtbj,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/feal-linear-cryptanalysis__3WpVtbj,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/feal-linear-cryptanalysis__3WpVtbj/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/feal-linear-cryptanalysis__3WpVtbj/agent/astra-trajectory/manifest.json,,,,,,,,,2026-07-30T08:04:15.757974Z,2026-07-30T08:04:22.299790Z
astra-c0-all-jobs,filter-js-from-html,terminal-bench/filter-js-from-html,filter-js-from-html__nxqNena,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/filter-js-from-html__nxqNena,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/filter-js-from-html__nxqNena/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/filter-js-from-html__nxqNena/agent/astra-trajectory/manifest.json,99988a72ae2531a3a4a9a1a7a1fdf41c0cee3905e6d73d14fef1c2c991aa9c9a,8ec5dd82-b0e4-446c-847f-66cd4f9d422c,4bd18612-caf2-487c-ac82-93a5d3dcafaf,complete,failed,5,5,0,2026-07-30T08:34:08.417799Z,2026-07-30T08:43:51.160690Z
astra-c0-all-jobs,financial-document-processor,terminal-bench/financial-document-processor,financial-document-processor__yEJiPtK,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/financial-document-processor__yEJiPtK,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/financial-document-processor__yEJiPtK/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/financial-document-processor__yEJiPtK/agent/astra-trajectory/manifest.json,8d59470fa9eca561ff693afa1ee5832b0e825460aca126ecd72f3303fc3b522d,848fe219-3b33-4fe0-95e3-381a8881af09,2aa2d0e2-413c-4786-9387-0ede14c5ee4a,partial,completed,76,7,1,2026-07-30T15:46:05.249482Z,2026-07-30T16:02:34.282285Z
astra-c0-all-jobs,fix-code-vulnerability,terminal-bench/fix-code-vulnerability,fix-code-vulnerability__FZfnbBi,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-code-vulnerability__FZfnbBi,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-code-vulnerability__FZfnbBi/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-code-vulnerability__FZfnbBi/agent/astra-trajectory/manifest.json,,,,,,,,,2026-07-30T08:30:29.394748Z,2026-07-30T08:30:35.386025Z
astra-c0-all-jobs,fix-git,terminal-bench/fix-git,fix-git__JoNtdgS,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-git__JoNtdgS,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-git__JoNtdgS/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-git__JoNtdgS/agent/astra-trajectory/manifest.json,6dd7736c4e6e3e37c13efed231632c7fd63ea1bfb1b0b25dfb9db157cf0f5ff7,9bfa9db0-f885-4bc5-bd54-f8dae627f70d,bfc73998-4233-413a-b239-95211ea25e11,partial,completed,75,6,1,2026-07-30T10:11:54.830317Z,2026-07-30T10:15:52.727296Z
astra-c0-all-jobs,fix-ocaml-gc,terminal-bench/fix-ocaml-gc,fix-ocaml-gc__Fzh6tqj,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-ocaml-gc__Fzh6tqj,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-ocaml-gc__Fzh6tqj/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/fix-ocaml-gc__Fzh6tqj/agent/astra-trajectory/manifest.json,37f22bec557f24d79c761b174c04148370f37f844349ff0f900a6b58a8ffc6a0,8ee836a4-c524-4e75-b8cb-56d8940b0045,d6df0208-d872-4ec8-83d9-6747447fcb7c,partial,completed,230,6,1,2026-07-30T13:16:56.851496Z,2026-07-30T14:55:28.987559Z
astra-c0-all-jobs,gcode-to-text,terminal-bench/gcode-to-text,gcode-to-text__zfxZT3h,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h/agent/astra-trajectory/manifest.json,a1d2ae116ba02ccb545be692ff6c44c3b00c83bd0749f946a12d44f9c8261d16,611b837c-8943-4d97-b1b9-26b5fafdffbe,a32ccfca-b09d-4d0a-bc40-589271f17fdc,complete,failed,133,8,0,2026-07-30T00:04:37.581953Z,2026-07-30T00:34:14.634526Z
astra-c0-all-jobs,git-leak-recovery,terminal-bench/git-leak-recovery,git-leak-recovery__7XSX3n7,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/git-leak-recovery__7XSX3n7,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/git-leak-recovery__7XSX3n7/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/git-leak-recovery__7XSX3n7/agent/astra-trajectory/manifest.json,f3c0432eacb4bd52fe5b15d2f95001db5c20cf6e23e622ffc76b3a6d0a348de9,07438c71-943a-43d5-b00b-6cc37c8190d6,c60ccf62-01c2-482c-a779-8e0482a5a322,partial,completed,54,6,1,2026-07-30T09:56:36.476809Z,2026-07-30T10:00:49.424087Z
astra-c0-all-jobs,git-multibranch,terminal-bench/git-multibranch,git-multibranch__ErTrJ34,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/git-multibranch__ErTrJ34,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/git-multibranch__ErTrJ34/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/git-multibranch__ErTrJ34/agent/astra-trajectory/manifest.json,1de00f0487b55d80985784fa15ec81d2fed85caf3eb47c7f811d9557faea819f,654bed13-3660-4709-b7a7-1552a35a7bc8,9d855694-7045-4513-b4dc-2e7add90f49f,complete,adapter_infra_error,270,13,1,2026-07-29T14:10:50.106871Z,2026-07-29T14:27:11.479210Z
astra-c0-all-jobs,gpt2-codegolf,terminal-bench/gpt2-codegolf,gpt2-codegolf__TDvRudv,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/gpt2-codegolf__TDvRudv,astra-session-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/gpt2-codegolf__TDvRudv/agent/astra-trajectory,astra/runs/astra-c0-all-jobs/2026-07-29__19-36-33/gpt2-codegolf__TDvRudv/agent/astra-trajectory/manifest.json,,,,,,,,,2026-07-30T08:03:12.998025Z,2026-07-30T08:04:15.742604Z
